date,plant_id,production_tons,kiln_temperature,maintenance,humidity_pct,fuel_type,energy_mwh
2024-08-21,PLT01,2306.3,1452.2,0,40.6,carbon,1784.1
2024-08-22,PLT01,2740.0,1434.6,0,53.5,gas,1946.5
2024-08-23,PLT01,2769.7,1497.6,0,43.6,carbon,2268.4
2024-08-24,PLT01,2521.0,1504.0,0,77.4,gas,1939.1
2024-08-25,PLT01,2692.6,1491.3,0,54.3,carbon,2581.3
2024-08-26,PLT01,2653.4,1509.3,0,60.0,gas,2162.3
2024-08-27,PLT01,3024.9,1449.6,0,44.7,carbon,2463.6
2024-08-28,PLT01,3151.3,1470.6,1,67.0,gas,2214.3
2024-08-29,PLT01,2532.1,1472.4,0,61.3,carbon,1994.7
2024-08-30,PLT01,2371.2,1457.7,1,54.9,carbon,1522.5
2024-08-31,PLT01,2128.0,1452.6,0,40.2,carbon,1527.6
2024-09-01,PLT01,2407.2,1456.2,0,65.7,gas,1760.8
2024-09-02,PLT01,2445.9,1455.5,0,45.1,carbon,1866.3
2024-09-03,PLT01,2822.8,1475.5,0,71.6,alternativo,2442.7
2024-09-04,PLT01,2304.1,1440.6,0,80.8,gas,1342.7
2024-09-05,PLT01,2025.6,1497.4,0,83.0,alternativo,1883.5
2024-09-06,PLT01,2315.6,1457.3,0,60.5,carbon,1869.3
2024-09-07,PLT01,2436.7,1450.3,0,43.2,carbon,1951.6
2024-09-08,PLT01,2449.5,1505.7,0,66.7,carbon,2204.6
2024-09-09,PLT01,2712.5,1480.8,0,79.3,gas,2002.4
2024-09-10,PLT01,2276.6,1432.6,0,66.0,carbon,1648.5
2024-09-11,PLT01,2548.0,1449.3,0,72.8,gas,1873.0
2024-09-12,PLT01,2753.7,1521.0,0,53.8,gas,1953.5
2024-09-13,PLT01,2917.7,1468.7,0,78.6,alternativo,2310.1
2024-09-14,PLT01,2292.0,1429.1,0,71.8,gas,1751.8
2024-09-15,PLT01,2172.7,1464.7,0,46.4,alternativo,1726.4
2024-09-16,PLT01,2371.0,1476.2,0,55.3,carbon,1868.0
2024-09-17,PLT01,1995.0,1454.9,0,67.3,carbon,1850.3
2024-09-18,PLT01,2361.4,1473.9,0,62.7,alternativo,1907.8
2024-09-19,PLT01,2369.1,1472.3,0,57.5,carbon,1615.4
2024-09-20,PLT01,2393.5,1472.7,0,67.1,alternativo,2146.7
2024-09-21,PLT01,2467.8,1486.2,0,55.3,gas,1819.7
2024-09-22,PLT01,2145.9,1514.3,0,59.8,carbon,1832.7
2024-09-23,PLT01,2263.7,1459.5,0,55.4,carbon,1782.2
2024-09-24,PLT01,2648.2,1499.0,0,60.0,gas,1681.0
2024-09-25,PLT01,1740.9,1467.8,1,79.6,gas,1162.7
2024-09-26,PLT01,2838.2,1463.8,0,61.4,gas,1831.8
2024-09-27,PLT01,2576.1,1486.7,0,79.1,carbon,2058.7
2024-09-28,PLT01,2584.0,1458.4,0,82.5,carbon,2198.7
2024-09-29,PLT01,2613.1,1474.3,0,78.9,gas,1691.1
2024-09-30,PLT01,2247.2,1491.0,0,63.0,carbon,1725.5
2024-10-01,PLT01,2816.8,1480.6,1,58.3,alternativo,2149.7
2024-10-02,PLT01,2947.6,1504.1,0,42.8,alternativo,2595.7
2024-10-03,PLT01,2678.1,1401.5,0,81.7,carbon,2321.5
2024-10-04,PLT01,2427.6,1498.8,0,53.5,carbon,2145.0
2024-10-05,PLT01,2312.0,1496.6,0,83.1,carbon,1847.0
2024-10-06,PLT01,2757.0,1487.9,0,73.9,gas,2139.0
2024-10-07,PLT01,2856.7,1492.7,0,67.6,carbon,2209.1
2024-10-08,PLT01,2492.8,1434.0,0,55.7,carbon,1660.9
2024-10-09,PLT01,1931.9,1480.3,0,62.5,gas,1378.6
2024-10-10,PLT01,2524.8,1471.0,0,50.5,carbon,1891.0
2024-10-11,PLT01,2748.8,1470.2,0,61.4,carbon,2203.4
2024-10-12,PLT01,2506.9,1433.7,0,45.5,alternativo,2282.2
2024-10-13,PLT01,1594.1,1479.6,0,68.1,carbon,1130.9
2024-10-14,PLT01,2734.7,1496.1,0,64.9,gas,2102.3
2024-10-15,PLT01,2617.7,1462.3,0,62.4,carbon,2122.5
2024-10-16,PLT01,2215.8,1459.3,0,71.8,carbon,1761.3
2024-10-17,PLT01,2747.5,1453.3,0,44.6,carbon,2240.8
2024-10-18,PLT01,2353.5,1500.7,0,59.5,alternativo,2022.2
2024-10-19,PLT01,2617.1,1472.4,0,70.9,carbon,2340.2
2024-10-20,PLT01,2101.6,1488.1,0,83.5,gas,1452.0
2024-10-21,PLT01,2526.6,1479.9,0,44.7,gas,1740.4
2024-10-22,PLT01,2541.9,1485.2,0,59.5,carbon,2034.4
2024-10-23,PLT01,2334.8,1444.5,0,42.4,gas,1778.9
2024-10-24,PLT01,2404.0,1465.1,0,61.3,alternativo,2169.9
2024-10-25,PLT01,2701.1,1448.2,0,53.3,carbon,2288.4
2024-10-26,PLT01,2743.0,1501.9,0,72.1,carbon,2061.0
2024-10-27,PLT01,2401.4,1490.1,0,42.6,carbon,1663.6
2024-10-28,PLT01,2535.7,1436.9,0,45.6,carbon,1760.6
2024-10-29,PLT01,1731.3,1470.2,0,66.8,carbon,1466.4
2024-10-30,PLT01,2487.5,1525.4,0,74.8,gas,1946.6
2024-10-31,PLT01,2631.5,1475.5,0,40.8,gas,1831.2
2024-11-01,PLT01,2557.7,1499.5,0,55.7,carbon,1977.3
2024-11-02,PLT01,2549.4,1476.3,0,41.1,alternativo,2318.2
2024-11-03,PLT01,2703.1,1418.2,0,43.0,carbon,1882.8
2024-11-04,PLT01,2469.0,1433.9,0,61.3,carbon,1975.6
2024-11-05,PLT01,2515.5,1469.9,0,48.8,carbon,1887.8
2024-11-06,PLT01,2884.5,1488.9,0,46.6,alternativo,2351.4
2024-11-07,PLT01,2973.4,1445.7,0,81.3,carbon,2479.5
2024-11-08,PLT01,2796.2,1473.1,0,42.8,carbon,2044.0
2024-11-09,PLT01,2453.3,1475.9,0,62.5,gas,1859.7
2024-11-10,PLT01,2443.0,1466.1,0,60.7,gas,1657.6
2024-11-11,PLT01,2475.1,1470.0,0,42.2,alternativo,1956.6
2024-11-12,PLT01,2371.2,1489.7,1,48.9,alternativo,1706.6
2024-11-13,PLT01,2599.6,1464.4,0,43.3,gas,1582.8
2024-11-14,PLT01,2627.8,1475.5,0,47.3,carbon,1939.9
2024-11-15,PLT01,2749.3,1509.8,0,65.4,gas,2233.5
2024-11-16,PLT01,2406.1,1475.0,0,56.1,alternativo,2205.7
2024-11-17,PLT01,2119.2,1457.6,0,72.8,carbon,1517.1
2024-11-18,PLT01,2369.0,1473.3,0,69.8,carbon,1792.9
2024-11-19,PLT01,2030.1,1441.4,0,81.3,alternativo,1510.8
2024-11-20,PLT01,1940.0,1500.2,0,51.3,gas,1641.0
2024-11-21,PLT01,2126.6,1457.2,0,44.6,gas,1382.8
2024-11-22,PLT01,2377.9,1492.2,1,66.2,carbon,1628.3
2024-11-23,PLT01,3290.3,1454.9,0,80.2,alternativo,3029.2
2024-11-24,PLT01,2443.3,1498.0,0,61.4,carbon,2064.2
2024-11-25,PLT01,2102.3,1461.2,0,49.3,carbon,1484.4
2024-11-26,PLT01,1718.7,1480.0,0,77.6,carbon,1566.9
2024-11-27,PLT01,2722.2,1451.2,0,64.3,carbon,2199.9
2024-11-28,PLT01,2348.7,1473.0,0,74.4,carbon,2000.1
2024-11-29,PLT01,1732.5,1456.7,0,50.4,carbon,1181.5
2024-11-30,PLT01,2703.8,1446.3,0,78.2,carbon,1973.5
2024-12-01,PLT01,2140.5,1496.6,0,56.7,alternativo,2008.8
2024-12-02,PLT01,2320.7,1510.6,0,69.7,carbon,2212.7
2024-12-03,PLT01,2614.9,1487.0,0,82.8,carbon,2064.8
2024-12-04,PLT01,2695.1,1437.4,0,72.1,gas,1888.6
2024-12-05,PLT01,2213.1,1417.3,1,77.2,gas,1127.4
2024-12-06,PLT01,2403.8,1519.9,0,71.3,gas,1774.0
2024-12-07,PLT01,2703.0,1461.6,0,55.1,alternativo,2425.5
2024-12-08,PLT01,2631.9,1494.5,0,65.3,alternativo,2004.2
2024-12-09,PLT01,2477.5,1486.4,0,57.3,carbon,1920.5
2024-12-10,PLT01,2044.6,1466.1,0,76.8,gas,1752.3
2024-12-11,PLT01,2512.0,1469.1,0,64.9,carbon,2045.3
2024-12-12,PLT01,2356.3,1453.4,0,79.2,gas,1584.8
2024-12-13,PLT01,2731.6,1502.8,0,80.8,carbon,2562.2
2024-12-14,PLT01,2389.2,1478.6,0,52.9,carbon,2095.4
2024-12-15,PLT01,2045.5,1505.4,0,43.1,gas,1378.0
2024-12-16,PLT01,2339.3,1432.3,0,55.0,carbon,1859.6
2024-12-17,PLT01,2454.0,1509.7,0,49.0,carbon,2188.0
2024-12-18,PLT01,2376.0,1481.5,0,52.4,carbon,1703.2
2024-12-19,PLT01,2523.2,1512.8,0,59.0,carbon,2000.8
2024-12-20,PLT01,2051.0,1458.7,0,61.7,carbon,1753.2
2024-12-21,PLT01,2114.2,1477.2,0,43.4,alternativo,1899.4
2024-12-22,PLT01,2336.0,1468.2,0,68.1,gas,1858.9
2024-12-23,PLT01,2804.1,1435.6,0,66.9,alternativo,2538.1
2024-12-24,PLT01,2665.4,1483.5,0,66.4,gas,1816.1
2024-12-25,PLT01,3008.6,1476.1,0,60.3,alternativo,2611.8
2024-12-26,PLT01,2837.3,1466.6,0,70.3,alternativo,2365.9
2024-12-27,PLT01,2457.7,1482.9,0,51.6,carbon,1997.9
2024-12-28,PLT01,3024.9,1509.5,0,50.9,gas,2287.2
2024-12-29,PLT01,2670.4,1457.5,0,42.8,carbon,1945.0
2024-12-30,PLT01,2704.6,1512.2,0,43.7,alternativo,2491.1
2024-01-01,PLT02,2635.8,1440.0,0,73.4,gas,1878.9
2024-01-02,PLT02,2271.0,1475.9,0,81.4,gas,1411.5
2024-01-03,PLT02,2585.5,1495.3,0,75.4,carbon,2091.6
2024-01-04,PLT02,2098.4,1492.3,0,59.2,carbon,1793.0
2024-01-05,PLT02,2555.3,1463.0,0,53.5,gas,1540.1
2024-01-06,PLT02,2495.8,1457.8,0,44.7,gas,2002.0
2024-01-07,PLT02,2194.5,1457.5,0,43.2,carbon,1621.6
2024-01-08,PLT02,2737.1,1483.5,0,70.8,carbon,2071.8
2024-01-09,PLT02,2164.9,1477.5,0,56.1,carbon,1482.0
2024-01-10,PLT02,2644.6,1488.7,0,81.1,alternativo,2214.4
2024-01-11,PLT02,2091.0,1492.7,0,44.6,carbon,1686.5
2024-01-12,PLT02,2552.6,1549.6,0,78.6,gas,2041.3
